2012-09-07T16:53:33.806539
 record time: 24 hours1347062013.89,  1898744
1347062014.92,  1894648
1347062015.94,  1894688
1347062016.97,  1894496
1347062017.99,  1894124
1347062019.02,  1894444
1347062020.04,  1894136
1347062021.07,  1894436
1347062022.09,  1894480
1347062023.12,  1894488
1347062024.16,  1894580
1347062025.19,  1894136
1347062026.21,  1894424
1347062027.24,  1894452
1347062028.26,  1894468
1347062029.31,  1894988
1347062030.34,  1894592
1347062031.36,  1894912
1347062032.39,  1894888
1347062033.41,  1894796
1347062034.43,  1894612
1347062035.45,  1894640
1347062036.48,  1895544
1347062037.5,  1897260
1347062038.53,  1888392
1347062039.55,  1874496
1347062040.57,  1874372
1347062041.6,  1874264
1347062042.62,  1874220
1347062043.65,  1873888
1347062044.67,  1874192
1347062045.69,  1874180
1347062046.71,  1874180
1347062047.74,  1864828
1347062048.77,  1853252
1347062049.79,  1853276
1347062050.81,  1853268
1347062051.83,  1853260
1347062052.86,  1853372
1347062053.88,  1853732
1347062054.91,  1853524
1347062055.93,  1853476
1347062056.96,  1853504
1347062057.98,  1853132
1347062059.01,  1853500
1347062060.03,  1853556
1347062061.06,  1853572
1347062062.08,  1853532
1347062063.11,  1853584
1347062064.13,  1853856
1347062065.16,  1853660
1347062066.18,  1853288
1347062067.2,  1853532
1347062068.23,  1853528
1347062069.25,  1853500
1347062070.28,  1853512
1347062071.3,  1853136
1347062072.33,  1853556
1347062073.35,  1853592
1347062074.37,  1853604
1347062075.4,  1853628
1347062076.42,  1853628
1347062077.44,  1853264
1347062078.47,  1853584
1347062079.49,  1854012
1347062080.51,  1854856
1347062081.54,  1855080
1347062082.57,  1855444
1347062083.62,  1855576
1347062084.64,  1855628
1347062085.66,  1856048
1347062086.68,  1857044
1347062087.7,  1857176
1347062088.73,  1856440
1347062089.75,  1855716
1347062090.77,  1855844
1347062091.79,  1855684
1347062092.82,  1855428
1347062093.84,  1855236
1347062094.86,  1855232
1347062095.89,  1855240
1347062096.91,  1855228
1347062097.93,  1855204
1347062098.95,  1854876
1347062099.98,  1855216
1347062101.01,  1854856
1347062102.02,  1855128
1347062103.05,  1855552
1347062104.07,  1855060
1347062105.1,  1855256
1347062106.12,  1855220
1347062107.15,  1854992
1347062108.17,  1855284
1347062109.2,  1855252
1347062110.22,  1855260
1347062111.25,  1855320
1347062112.27,  1854932
1347062113.3,  1855328
1347062114.32,  1855628
1347062115.35,  1859328
1347062116.37,  1859812
1347062117.4,  1860028
1347062118.42,  1859764
1347062119.45,  1860144
1347062120.47,  1859764
1347062121.49,  1860012
1347062122.52,  1859704
1347062123.54,  1859920
1347062124.56,  1859620
1347062125.58,  1860100
1347062126.61,  1855104
1347062127.64,  1855476
1347062128.66,  1855456
1347062129.69,  1855436
1347062130.71,  1855424
1347062131.73,  1854984
1347062132.76,  1855288
1347062133.78,  1855320
1347062134.81,  1855376
1347062135.83,  1855408
1347062136.86,  1855112
1347062137.88,  1855444
1347062138.9,  1855424
1347062139.92,  1855396
1347062140.95,  1855404
1347062141.97,  1855612
1347062143.0,  1855604
1347062144.02,  1855656
1347062145.05,  1855648
1347062146.07,  1855268
1347062147.1,  1855908
1347062148.12,  1855896
1347062149.14,  1855904
1347062150.17,  1855924
1347062151.19,  1855576
1347062152.22,  1855316
1347062153.24,  1855660
1347062154.26,  1855352
1347062155.29,  1855716
1347062156.31,  1855692
1347062157.34,  1855704
1347062158.36,  1855688
1347062159.38,  1855648
1347062160.4,  1855632
1347062161.43,  1855652
1347062162.52,  1855380
1347062163.54,  1855400
1347062164.56,  1855732
1347062165.58,  1855408
1347062166.61,  1855748
1347062167.64,  1855452
1347062168.66,  1855756
1347062169.69,  1857120
1347062170.71,  1857140
1347062171.73,  1856480
1347062172.75,  1855844
1347062173.78,  1856016
1347062174.81,  1855980
1347062175.83,  1855932
1347062176.86,  1855964
1347062177.89,  1855672
1347062178.91,  1856056
1347062179.93,  1856128
1347062180.96,  1856132
1347062181.98,  1856124
1347062183.01,  1855708
1347062184.03,  1856028
1347062185.05,  1855688
1347062186.08,  1855964
1347062187.1,  1855964
1347062188.13,  1855652
1347062189.15,  1856064
1347062190.18,  1856080
1347062191.2,  1856120
1347062192.23,  1856148
1347062193.25,  1855740
1347062194.28,  1856088
1347062195.3,  1856076
1347062196.33,  1855772
1347062197.35,  1856084
1347062198.37,  1856652
1347062199.4,  1856672
1347062200.42,  1856700
1347062201.45,  1856700
1347062202.48,  1856400
1347062203.5,  1856080
1347062204.52,  1856280
1347062205.55,  1856156
1347062206.56,  1858072
1347062207.59,  1857064
1347062208.61,  1856760
1347062209.64,  1856836
1347062210.66,  1856320
1347062211.69,  1856468
1347062212.71,  1856168
1347062213.74,  1856588
1347062214.76,  1856632
1347062215.78,  1856556
1347062216.8,  1856560
1347062217.83,  1856192
1347062218.85,  1856576
1347062219.87,  1856584
1347062220.9,  1856608
1347062221.93,  1856248
1347062222.95,  1856572
1347062223.97,  1856576
1347062224.99,  1856572
1347062226.01,  1856604
1347062227.04,  1856280
1347062228.06,  1856616
1347062229.09,  1856636
1347062230.11,  1856628
1347062231.14,  1856728
1347062232.16,  1856432
1347062233.18,  1856788
1347062234.2,  1856788
1347062235.23,  1856792
1347062236.25,  1856756
1347062237.28,  1856816
1347062238.3,  1856488
1347062239.32,  1856916
1347062240.34,  1856600
1347062241.37,  1856896
1347062242.39,  1856856
1347062243.42,  1856884
1347062244.44,  1856888
1347062245.46,  1856520
1347062246.48,  1856932
1347062247.51,  1856924
1347062248.53,  1856912
1347062249.56,  1856556
1347062250.58,  1856900
1347062251.61,  1856936
1347062252.64,  1856960
1347062253.66,  1857004
1347062254.68,  1857068
1347062255.71,  1857076
1347062256.73,  1857056
1347062257.76,  1857052
1347062258.78,  1857380
1347062259.8,  1857048
1347062260.82,  1857356
1347062261.85,  1857068
1347062262.87,  1857472
1347062263.89,  1857528
1347062264.91,  1857936
1347062265.93,  1857824
1347062266.97,  1857524
1347062268.0,  1857888
1347062269.02,  1857592
1347062270.05,  1857908
1347062271.07,  1857408
1347062272.09,  1857736
1347062273.11,  1857772
1347062274.14,  1857748
1347062275.16,  1857780
1347062276.19,  1857384
1347062277.21,  1857768
1347062278.24,  1857424
1347062279.26,  1857716
1347062280.28,  1857744
1347062281.3,  1857804
1347062282.33,  1857816
1347062283.35,  1857540
1347062284.38,  1857884
1347062285.4,  1857908
1347062286.43,  1857968
1347062287.45,  1857968
1347062288.47,  1857656
1347062289.5,  1859368
1347062290.52,  1859380
1347062291.54,  1858704
1347062292.56,  1857964
1347062293.59,  1857800
1347062294.61,  1858044
1347062295.64,  1857984
1347062296.66,  1857696
1347062297.69,  1858060
1347062298.71,  1857724
1347062299.73,  1858168
1347062300.76,  1857804
1347062301.78,  1857860
1347062302.8,  1858256
1347062303.82,  1858300
1347062304.84,  1858304
1347062305.87,  1857988
1347062306.89,  1858360
1347062307.91,  1857944
1347062308.94,  1858204
1347062309.96,  1863956
1347062310.98,  1858396
1347062312.0,  1858432
1347062313.03,  1858468
1347062314.05,  1858548
1347062315.07,  1858224
1347062316.09,  1858668
1347062317.11,  1858656
1347062318.14,  1858664
1347062319.15,  1858732
1347062320.18,  1858648
1347062321.2,  1858576
1347062322.23,  1858260
1347062323.25,  1858592
1347062324.28,  1858732
1347062325.3,  1858348
1347062326.32,  1858180
1347062327.34,  1859948
1347062328.36,  1860336
1347062329.38,  1861036
1347062330.4,  1860280
1347062331.43,  1859920
1347062332.45,  1859648
1347062333.47,  1859516
1347062334.5,  1858948
1347062335.52,  1859224
1347062336.55,  1859264
1347062337.57,  1859252
1347062338.6,  1859200
1347062339.62,  1859220
1347062340.65,  1858968
1347062341.67,  1859352
1347062342.69,  1868564
1347062343.71,  1868632
1347062344.75,  1868672
1347062345.77,  1871276
1347062346.79,  1871908
1347062347.81,  1872060
1347062348.84,  1874408
1347062349.86,  1874804
1347062350.89,  1874668
